Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
338,DASH,Internet Retail,-22.6,4.9,0.6,,-8.3,-11.4,-21.5,-36.3,-21.2,-13.4,,-22.6,94.7,-64.4,1.5,0.0,562.5845935545842,44.2,435.0,435.0,249.0,249.0,76.0,76.0,410.65,410.65,49,-117.11591186722558,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,435.0,435.0,249.0,249.0,76.0,76.0,514.0,58.0,14.0,-2.0,0.0,410.65,410.65,65842654175.42,65.843,197.0,large,equity,data_raw,285.5,-45.08,False
339,FDX,Industrials,-59.5,25.9,-38.6,,-12.3,-18.5,-9.8,5.7,-11.9,-16.0,-20.5,-59.5,34.1,-91.7,2.9,0.0,-1.3573208106736878,90.8,298.0,298.0,328.0,328.0,114.03,114.03,411.93,411.93,-182,29.138363998961317,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,298.0,298.0,328.0,328.0,114.03,114.03,360.0,4.0,3.0,25.0,0.0,411.93,411.93,78263015968.0,78.263,160.0,large,equity,data_raw,413.87,-20.02,False
340,OXY,Oil & Gas E&P,-90.0,16.3,2.9,,-2.7,-6.6,7.6,11.3,-25.8,-37.5,-14.3,-90.0,85.7,-124.0,1.8,0.0,-1627.0318006944815,60.3,382.0,382.0,407.0,407.0,98.31,98.31,412.16,412.16,31,-1279.4121605534754,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,382.0,382.0,407.0,407.0,98.31,98.31,157.0,4.0,3.0,0.0,0.0,412.16,412.16,58355216086.44,58.355,214.0,large,equity,data_raw,67.45,-13.02,False
341,MA,Data Processing & Outsourced Services,-35.9,2.6,2.6,,-5.2,-11.3,-16.2,-24.8,-39.1,-45.0,-60.3,-35.9,99.1,-39.4,1.7,0.0,759.7134983429207,114.3,259.0,259.0,280.0,280.0,110.46,110.46,412.41,412.41,-16,-2372.448712259983,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,259.0,259.0,280.0,280.0,110.46,110.46,452.0,58.0,3.0,25.0,0.0,412.41,412.41,422520982729.61,422.521,26.0,cap100,equity,data_raw,589.67,-16.72,False
342,HBAN,Banks - Regional,-63.5,8.8,2.1,,-0.5,-6.1,-9.4,-13.2,-14.8,-24.2,-32.4,-63.5,27.8,-74.2,1.4,0.0,-961.84272875505,86.7,310.0,310.0,337.0,337.0,103.12,103.12,412.52,412.52,63,-392.9136030918264,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,310.0,310.0,337.0,337.0,103.12,103.12,330.0,14.0,3.0,-2.0,0.0,412.52,412.52,33508469995.03,33.508,304.0,other,equity,data_raw,19.46,-15.11,False
343,DTE,Electric Power Generation,-41.2,5.2,4.7,,-3.4,-9.8,-6.6,-9.8,-16.1,-27.2,-34.6,-41.2,45.4,-45.5,2.0,0.0,-3085.1942878434675,109.1,264.0,264.0,286.0,286.0,94.46,94.46,413.01,413.01,-32,-2514.0419789472876,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,264.0,264.0,286.0,286.0,94.46,94.46,333.0,4.0,3.0,25.0,0.0,413.01,413.01,29691880225.7,29.692,320.0,other,equity,data_raw,154.63,-5.73,False
344,MRSH,Financials,-90.1,1.9,1.9,,-4.3,-13.6,-17.9,-28.1,-57.1,-69.4,-77.6,-90.1,65.4,-92.6,3.2,0.0,2815.618808969213,60.2,383.0,383.0,409.0,409.0,83.63,83.63,413.58,413.58,47,1140.679499146045,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,383.0,383.0,409.0,409.0,83.63,83.63,480.0,58.0,3.0,-2.0,0.0,413.58,413.58,77694178584.68,77.694,162.0,large,equity,data_raw,207.83,-22.41,False
345,LEN,Residential Construction,-102.2,4.6,1.8,,0.5,-9.2,-17.7,-28.6,-63.2,-71.5,-78.3,-102.2,109.4,-112.6,2.2,0.0,1123.925495495137,48.0,420.0,420.0,447.0,447.0,86.65,86.65,415.1,415.1,54,516.8572228208308,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,420.0,420.0,447.0,447.0,86.65,86.65,451.0,40.0,3.0,-2.0,0.0,415.1,415.1,19776654697.05,19.777,412.0,other,equity,data_raw,133.76,-32.35,False
346,EA,Electronic Gaming & Multimedia,-70.7,24.9,1.3,,-1.7,-6.9,-8.5,-4.3,-3.3,-15.6,-34.7,-70.7,40.5,-106.9,1.3,0.0,-365.38330236018675,79.6,327.0,327.0,356.0,356.0,123.78,123.78,416.58,416.58,29,-179.27515476734723,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,327.0,327.0,356.0,356.0,123.78,123.78,291.0,4.0,3.0,-4.0,0.0,416.58,416.58,51002850315.13,51.003,239.0,large,equity,data_raw,204.89,-0.92,False
347,CNP,Utilities,-68.1,14.4,-1.5,,-3.2,-9.6,-6.7,-7.0,-6.6,-16.9,-25.2,-68.1,21.8,-82.7,1.6,0.0,-128.27499080688196,82.2,319.0,319.0,347.0,347.0,103.15,103.15,417.15,417.15,-25,118.41322162085584,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,319.0,319.0,347.0,347.0,103.15,103.15,315.0,4.0,3.0,25.0,0.0,417.15,417.15,27376991739.82,27.377,341.0,other,equity,data_raw,44.465,-3.99,False
348,CPRT,Specialty Business Services,-67.4,0.6,0.6,,-8.6,-17.2,-24.0,-38.0,-74.1,-85.0,-97.9,-67.4,215.5,-68.5,2.5,0.0,5000.0,82.8,316.0,316.0,345.0,345.0,83.71,83.71,417.21,417.21,-56,211.68292255863344,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,316.0,316.0,345.0,345.0,83.71,83.71,534.0,58.0,3.0,25.0,0.0,417.21,417.21,28487219724.94,28.487,330.0,other,equity,data_raw,45.89,-32.53,False
349,CTVA,Agricultural Inputs,-13.6,11.2,-1.1,,-4.6,-11.3,-5.3,-5.5,-8.9,-22.4,-13.6,-13.6,72.0,-65.1,1.6,0.0,-122.57889619601528,79.0,330.0,330.0,231.0,231.0,123.86,123.86,417.31,417.31,-31,24.243432807523135,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,330.0,330.0,231.0,231.0,123.86,123.86,317.0,4.0,3.0,25.0,0.0,417.31,417.31,51806796587.68,51.807,235.0,large,equity,data_raw,85.63,-10.04,False
350,BRK-B,Diversified Financial Services,-54.5,3.9,3.9,,-1.0,-8.2,-10.8,-16.1,-29.3,-31.8,-34.1,-54.5,42.5,-58.1,2.7,0.0,-119.09713484301268,95.8,290.0,290.0,318.0,318.0,91.57,91.57,417.37,417.37,-13,-84.81561814183925,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,290.0,290.0,318.0,318.0,91.57,91.57,366.0,22.0,3.0,25.0,0.0,417.37,417.37,669272488900.19,669.272,18.0,cap100,equity,data_raw,516.85,-5.56,False
351,EIX,Electric Utilities,-98.5,14.5,3.4,,0.9,-7.6,-0.1,7.0,-23.2,-36.2,-53.2,-98.5,15.5,-117.3,2.3,0.0,-2530.2024137706944,51.7,411.0,411.0,437.0,437.0,85.52,85.52,418.47,418.47,4,-2078.114624966501,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,411.0,411.0,437.0,437.0,85.52,85.52,184.0,4.0,3.0,-2.0,0.0,418.47,418.47,27632051963.77,27.632,340.0,other,equity,data_raw,76.18,-3.74,False
352,MMM,Industrials,-95.3,12.3,0.2,,2.9,-4.6,-7.7,-11.0,7.0,-7.4,-34.7,-95.3,17.6,-110.5,1.3,0.0,-560.8925204189372,55.0,401.0,401.0,427.0,427.0,80.77,80.77,419.07,419.07,28,-68.72568003528426,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,401.0,401.0,427.0,427.0,80.77,80.77,287.0,10.0,3.0,0.0,0.0,419.07,419.07,79679832691.35,79.68,155.0,large,equity,data_raw,177.41,-13.89,False
353,HON,Industrials,-83.1,1.7,-14.7,,-5.2,-12.9,-8.2,-9.4,-21.4,-37.8,-55.8,-83.1,18.2,-84.2,2.1,0.0,-20.405315142178065,67.2,360.0,360.0,387.0,387.0,110.92,110.92,419.32,419.32,-27,311.56352371295947,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,360.0,360.0,387.0,387.0,110.92,110.92,364.0,4.0,3.0,0.0,0.0,419.32,419.32,137908264432.41,137.908,90.0,cap100,equity,data_raw,248.18,-13.78,False
354,VEEV,Healthcare,-79.4,4.4,1.0,,-3.1,-7.6,-17.2,-35.3,-55.7,-77.9,-105.3,-79.4,331.9,-98.0,1.9,0.0,384.09211518507146,70.8,352.0,352.0,376.0,376.0,110.61,110.61,419.66,419.66,49,-902.237697481246,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,352.0,352.0,376.0,376.0,110.61,110.61,471.0,40.0,3.0,0.0,0.0,419.66,419.66,29147288458.89,29.147,324.0,other,equity,data_raw,310.5,-42.48,False
355,LDOS,IT Consulting & Other Services,-70.6,0.0,-1.3,,-11.9,-24.7,-32.7,-39.0,-45.5,-52.1,-70.0,-70.6,102.6,-70.2,1.5,0.0,815.8868100526742,79.6,327.0,327.0,355.0,355.0,69.19,69.19,419.69,419.69,-49,165.27883960383735,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,327.0,327.0,355.0,355.0,69.19,69.19,565.0,58.0,3.0,25.0,0.0,419.69,419.69,15669095461.23,15.669,449.0,other,equity,data_raw,205.77,-39.53,False
356,0072R0.KS,Gold,0.2,5.2,1.3,,-2.0,-11.4,-11.7,0.2,,,,0.2,34.7,-28.7,1.8,0.0,0.0,13.7,500.0,500.0,213.0,213.0,69.07,69.07,420.77,420.77,0,0.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,500.0,500.0,213.0,213.0,69.07,69.07,310.0,20.0,50.0,-2.0,0.0,420.77,420.77,,,,etf,etf,,18095.0,-20.42,False
357,VMC,Building Materials,-52.8,15.0,0.4,,-4.2,-10.1,-11.3,-14.2,-26.3,-26.1,-29.8,-52.8,23.2,-65.7,1.6,0.0,-81.87155699800029,97.5,284.0,284.0,312.0,312.0,103.04,103.04,421.04,421.04,13,27.584238577058855,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,284.0,284.0,312.0,312.0,103.04,103.04,388.0,40.0,3.0,0.0,0.0,421.04,421.04,36728417431.32,36.728,288.0,large,equity,data_raw,331.09,-14.51,False
358,CVS,Healthcare,-91.2,34.0,4.8,,7.6,9.7,10.8,14.1,9.9,-22.1,-37.8,-91.2,8.4,-141.5,1.3,0.0,-1596.061366463836,59.0,390.0,390.0,415.0,415.0,93.8,93.8,422.6,422.6,-17,-1408.1033404110224,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,390.0,390.0,415.0,415.0,93.8,93.8,94.0,0.0,3.0,25.0,0.0,422.6,422.6,120983426860.36,120.983,100.0,cap100,equity,data_raw,98.43,-2.54,False
359,XYZ,Financials,-82.6,3.2,-1.2,,-6.5,-2.1,-0.6,-9.9,-32.7,-68.4,-102.7,-82.6,807.1,-111.5,1.7,0.0,-412.436532484465,67.6,359.0,359.0,386.0,386.0,121.94,121.94,425.44,425.44,-39,261.7632511011081,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,359.0,359.0,386.0,386.0,121.94,121.94,261.0,0.0,3.0,0.0,0.0,425.44,425.44,37939973223.34,37.94,281.0,large,equity,data_raw,81.7,-13.23,False
360,D,Utilities,-101.9,9.0,1.0,,2.6,-0.4,3.6,5.2,12.0,-16.3,-48.8,-101.9,18.5,-113.3,1.8,0.0,-1752.1765440069585,48.3,418.0,418.0,445.0,445.0,73.57,73.57,425.47,425.47,12,-546.6320545609569,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,418.0,418.0,445.0,445.0,73.57,73.57,152.0,0.0,3.0,25.0,0.0,425.47,425.47,58487580186.0,58.488,213.0,large,equity,data_raw,68.97,-3.0,False
361,NVR,Residential Construction,-78.6,6.2,1.3,,-1.8,-13.6,-19.8,-28.5,-54.6,-60.0,-71.0,-78.6,92.0,-92.2,2.0,0.0,192.99082323548205,71.7,351.0,351.0,375.0,375.0,92.22,92.22,425.67,425.67,-5,-223.41905479427507,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,351.0,351.0,375.0,375.0,92.22,92.22,482.0,58.0,3.0,0.0,0.0,425.67,425.67,16674255545.56,16.674,438.0,other,equity,data_raw,8200.0,-24.67,False
362,HUM,Healthcare,-122.8,20.2,7.3,,25.7,51.7,48.0,34.3,-18.9,-56.6,-84.4,-122.8,63.6,-169.4,2.2,0.0,-5000.0,27.4,472.0,472.0,494.0,494.0,89.77,89.77,426.82,426.82,5,-4372.23463167154,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,472.0,472.0,494.0,494.0,89.77,89.77,27.0,0.0,3.0,-6.0,0.0,426.82,426.82,41997511234.41,41.998,258.0,large,equity,data_raw,351.88,-0.51,False
363,SOLV,Healthcare,-9.6,17.5,17.3,,13.7,10.2,2.3,-1.8,,,,-9.6,9.1,-56.0,2.3,0.0,-5000.0,17.7,493.0,493.0,224.0,224.0,71.36,71.36,427.21,427.21,25,-4586.898849402731,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,493.0,493.0,224.0,224.0,71.36,71.36,124.0,0.0,50.0,0.0,0.0,427.21,427.21,14273059445.95,14.273,457.0,other,equity,data_raw,88.2,-6.55,False
364,PSA,Real Estate,-81.3,5.6,1.6,,0.2,-3.6,-0.4,-5.9,-26.5,-45.1,-51.3,-81.3,40.3,-88.1,2.1,0.0,-1746.6060861621581,68.9,356.0,356.0,382.0,382.0,93.54,93.54,427.69,427.69,-41,-1233.7845034335687,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,356.0,356.0,382.0,382.0,93.54,93.54,225.0,0.0,3.0,25.0,0.0,427.69,427.69,53832859724.55,53.833,226.0,large,equity,data_raw,313.51,-2.18,False
365,XLY,Index,-54.5,0.3,-2.5,,-3.4,-6.3,-8.9,-11.9,-19.8,-30.8,-44.0,-54.5,31.9,-54.3,1.8,0.0,-443.6173901599076,95.8,290.0,290.0,318.0,318.0,105.99,105.99,429.34,429.34,-76,-99.75546043650081,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,290.0,290.0,318.0,318.0,105.99,105.99,335.0,14.0,3.0,25.0,0.0,429.34,429.34,23781842944.0,23.782,,etf,etf,data_raw,125.01,-6.2,False
366,BEN,Asset Management,-96.3,21.9,3.8,,2.8,8.9,14.5,17.6,8.6,-15.1,-33.2,-96.3,9.6,-125.3,1.5,0.0,-2491.9455407719447,54.0,406.0,406.0,433.0,433.0,90.86,90.86,430.31,430.31,-15,-2091.146282184999,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,406.0,406.0,433.0,433.0,90.86,90.86,89.0,0.0,3.0,25.0,0.0,430.31,430.31,16612799712.33,16.613,439.0,other,equity,data_raw,32.45,-3.45,False
367,BBY,Specialty Retail,-116.5,10.5,-5.2,,4.0,1.8,-2.4,-9.6,-39.6,-63.1,-89.7,-116.5,97.8,-141.2,2.2,0.0,-28.807229330256174,33.7,458.0,458.0,483.0,483.0,106.37,106.37,430.42,430.42,-4,374.9710412473477,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,458.0,458.0,483.0,483.0,106.37,106.37,201.0,0.0,3.0,0.0,0.0,430.42,430.42,14957250875.04,14.957,454.0,other,equity,data_raw,84.99,-15.83,False
368,LNT,Utilities,-60.4,6.6,-0.3,,-2.9,-8.4,-5.3,-4.6,-6.1,-20.4,-37.3,-60.4,29.7,-66.2,1.8,0.0,-548.3732073406811,89.8,300.0,300.0,330.0,330.0,119.26,119.26,431.96,431.96,-34,-133.8093670887411,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,300.0,300.0,330.0,330.0,119.26,119.26,290.0,4.0,3.0,25.0,0.0,431.96,431.96,18438397513.79,18.438,423.0,other,equity,data_raw,75.759,-3.81,False
369,BRO,Insurance Brokers,-92.5,1.9,1.8,,-2.3,-15.4,-24.4,-40.6,-70.2,-81.1,-91.0,-92.5,163.4,-101.8,2.8,0.0,778.5453611052897,57.8,395.0,395.0,421.0,421.0,83.35,83.35,432.15,432.15,-3,-3857.1390427620154,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,395.0,395.0,421.0,421.0,83.35,83.35,531.0,58.0,3.0,-2.0,0.0,432.15,432.15,19448827478.62,19.449,416.0,other,equity,data_raw,96.55,-39.04,False
370,APD,Specialty Chemicals,-70.1,9.1,2.0,,-4.7,-8.7,-5.1,-9.2,-32.4,-46.4,-65.1,-70.1,72.8,-84.0,2.0,0.0,-670.1802625994912,80.2,326.0,326.0,354.0,354.0,102.49,102.49,432.94,432.94,9,-493.1906122139157,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,326.0,326.0,354.0,354.0,102.49,102.49,321.0,4.0,3.0,25.0,0.0,432.94,432.94,62985233394.24,62.985,203.0,large,equity,data_raw,307.96,-8.32,False
371,CMG,Restaurants,-75.5,0.0,-0.8,,-13.6,-22.7,-27.4,-39.3,-77.0,-88.8,-97.7,-75.5,293.4,-75.0,1.9,0.0,2995.4440279783944,74.7,341.0,341.0,368.0,368.0,83.9,83.9,433.65,433.65,-57,-1840.1272962061416,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,341.0,341.0,368.0,368.0,83.9,83.9,558.0,58.0,3.0,25.0,0.0,433.65,433.65,36147444511.46,36.147,291.0,large,equity,data_raw,42.82,-31.48,False
372,EQR,Real Estate,-90.8,6.0,4.9,,1.2,-0.5,0.1,-4.8,-26.3,-43.8,-58.8,-90.8,30.5,-98.0,2.4,0.0,-5000.0,59.5,386.0,386.0,411.0,411.0,104.26,104.26,433.81,433.81,18,-3538.2540065337444,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,386.0,386.0,411.0,411.0,104.26,104.26,191.0,0.0,3.0,0.0,0.0,433.81,433.81,25442955149.37,25.443,357.0,other,equity,data_raw,68.745,-0.81,False
373,CL=F,Index,-91.7,35.4,3.5,,-6.4,-1.8,17.4,21.9,-11.1,-39.5,-43.3,-91.7,92.6,-192.0,1.3,0.0,-740.676291167618,58.6,392.0,392.0,418.0,418.0,110.48,110.48,434.88,434.88,-13,-599.1454677842762,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,392.0,392.0,418.0,418.0,110.48,110.48,108.0,0.0,3.0,25.0,0.0,434.88,434.88,,,,index,index,,119.48,-22.19,False
374,ROL,Business Services,-64.3,4.2,4.2,,-9.8,-20.5,-26.7,-32.0,-42.9,-49.4,-60.2,-64.3,76.9,-77.3,1.6,0.0,1664.68679865587,85.9,311.0,311.0,339.0,339.0,98.89,98.89,435.09,435.09,-9,1361.25174967711,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,311.0,311.0,339.0,339.0,98.89,98.89,535.0,58.0,3.0,25.0,0.0,435.09,435.09,22388060329.5,22.388,384.0,other,equity,data_raw,66.14,-29.69,False
375,DOW,Chemicals,-69.7,21.0,3.3,,-7.8,-9.2,11.4,25.4,-22.9,-49.4,-66.7,-69.7,31.9,-138.5,2.9,0.0,-1587.1042581366642,25.3,477.0,477.0,353.0,353.0,114.65,114.65,435.3,435.3,31,-1293.1888109761765,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,477.0,477.0,353.0,353.0,114.65,114.65,132.0,4.0,3.0,-2.0,0.0,435.3,435.3,25074595287.88,25.075,360.0,other,equity,data_raw,42.74,-20.52,False
376,VTRS,Healthcare,-116.0,23.0,-1.4,,2.3,2.4,13.0,33.7,32.7,18.6,-22.3,-116.0,6.1,-151.9,2.4,0.0,-180.55941527602687,34.2,457.0,457.0,482.0,482.0,96.63,96.63,435.58,435.58,5,169.23010044056667,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,457.0,457.0,482.0,482.0,96.63,96.63,82.0,0.0,3.0,25.0,0.0,435.58,435.58,18516386754.36,18.516,422.0,other,equity,data_raw,17.53,-9.3,False
377,CNC,Healthcare,-131.9,17.7,2.9,,6.9,28.1,34.7,42.8,-24.8,-59.8,-87.4,-131.9,62.8,-173.0,2.0,0.0,-2139.5020404240504,18.4,491.0,491.0,510.0,510.0,94.08,94.08,437.43,437.43,1,-1603.2155513029252,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,491.0,491.0,510.0,510.0,94.08,94.08,44.0,0.0,3.0,0.0,0.0,437.43,437.43,30961072276.74,30.961,314.0,other,equity,data_raw,63.5,-1.84,False
378,KEI,Unknown,-17.2,10.0,-1.2,,-0.6,-4.8,-7.3,-15.1,,,,-17.2,11.8,-20.3,2.3,0.0,0.0,-4.1,530.0,530.0,239.0,239.0,81.21,81.21,437.56,437.56,-17,0.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,530.0,530.0,239.0,239.0,81.21,81.21,323.0,10.0,50.0,-2.0,0.0,437.56,437.56,,,,unknown,equity,,24.53,-10.35,False
379,CCL,Travel Services,-125.1,7.2,0.0,,0.4,-8.0,-9.6,-13.8,2.7,9.6,-32.5,-125.1,18.9,-135.6,1.6,0.0,-1292.7,25.2,478.0,478.0,500.0,500.0,46.6,46.6,437.65,437.65,46,70.21137435375226,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,478.0,478.0,500.0,500.0,46.6,46.6,341.0,14.0,3.0,0.0,0.0,437.65,437.65,34506156376.84,34.506,299.0,large,equity,data_raw,34.03,-19.45,False
380,XEL,Utilities,-72.2,10.9,-2.8,,-4.5,-10.4,-8.7,-9.6,-8.7,-27.4,-49.2,-72.2,41.3,-85.6,1.4,0.0,-83.41517219296401,78.1,333.0,333.0,359.0,359.0,115.2,115.2,438.4,438.4,-28,218.23971109375145,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,333.0,333.0,359.0,359.0,115.2,115.2,349.0,4.0,3.0,25.0,0.0,438.4,438.4,48549441585.57,48.549,245.0,large,equity,data_raw,84.23,-7.67,False
381,ESS,Real Estate,-102.1,5.2,5.2,,3.0,2.2,2.1,-3.3,-20.9,-38.8,-60.0,-102.1,21.2,-108.5,2.7,0.0,-5000.0,48.2,419.0,419.0,446.0,446.0,97.13,97.13,438.48,438.48,31,-1004.4469969277989,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,419.0,419.0,446.0,446.0,97.13,97.13,168.0,0.0,3.0,0.0,0.0,438.48,438.48,18289532595.46,18.29,424.0,other,equity,data_raw,288.235,-0.97,False
382,PNW,Utilities,-71.0,12.0,1.8,,-2.4,-7.9,-3.9,-4.0,-12.2,-17.4,-34.8,-71.0,15.7,-82.2,1.8,0.0,-1014.5857023093755,79.3,329.0,329.0,357.0,357.0,112.07,112.07,438.62,438.62,-43,-720.5978749665452,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,329.0,329.0,357.0,357.0,112.07,112.07,270.0,4.0,3.0,25.0,0.0,438.62,438.62,12176886846.5,12.177,479.0,other,equity,data_raw,104.92,-4.23,False
383,448540.KS,NVDA + Bond,7.0,1.6,0.9,,-1.1,-3.1,-2.9,-4.8,-1.4,,,7.0,22.5,-47.5,2.2,0.0,-1303.013698170405,56.4,398.0,398.0,203.0,203.0,106.2,106.2,438.95,438.95,0,0.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,398.0,398.0,203.0,203.0,106.2,106.2,231.0,0.0,29.0,25.0,0.0,438.95,438.95,2516000000.0,2.516,,etf,etf,data_raw,28100.0,-3.95,False
384,L,Financials,-51.8,11.6,4.0,,-4.8,-10.4,-10.7,-9.6,-10.1,-10.9,-12.4,-51.8,9.9,-65.1,1.4,0.0,-2368.263123243958,98.5,282.0,282.0,307.0,307.0,95.75,95.75,439.35,439.35,-30,-2136.115200742333,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,282.0,282.0,307.0,307.0,95.75,95.75,362.0,20.0,3.0,25.0,0.0,439.35,439.35,21609846351.71,21.61,396.0,other,equity,data_raw,114.9,-6.38,False
385,XLV,Index,-84.0,6.2,5.0,,1.4,-6.2,-8.7,-8.2,-30.0,-46.7,-61.3,-84.0,23.0,-90.5,2.2,0.0,-5000.0,66.3,365.0,365.0,391.0,391.0,100.66,100.66,440.56,440.56,44,-3715.176222790162,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,365.0,365.0,391.0,391.0,100.66,100.66,295.0,4.0,3.0,0.0,0.0,440.56,440.56,38248288256.0,38.248,,etf,etf,data_raw,160.59,-5.3,False
386,XLF,Index,-50.1,5.8,4.9,,-1.4,-5.3,-8.5,-13.4,-18.7,-26.9,-33.1,-50.1,15.4,-55.5,2.1,0.0,-3008.1571718858954,100.2,279.0,279.0,303.0,303.0,107.63,107.63,440.73,440.73,-18,-1789.5899499196887,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,279.0,279.0,303.0,303.0,107.63,107.63,325.0,14.0,3.0,25.0,0.0,440.73,440.73,49419214848.0,49.419,,etf,etf,data_raw,56.52,-7.66,False
387,AON,Insurance Brokers,-72.8,2.7,2.7,,-0.4,-7.6,-12.4,-20.3,-42.6,-57.0,-66.5,-72.8,64.2,-76.2,2.9,0.0,-138.20996457792938,77.5,335.0,335.0,362.0,362.0,90.51,90.51,441.91,441.91,40,-103.9033324488505,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,335.0,335.0,362.0,362.0,90.51,90.51,395.0,22.0,3.0,25.0,0.0,441.91,441.91,68823033960.05,68.823,188.0,large,equity,data_raw,370.31,-11.28,False
388,CME,Financial Data & Stock Exchanges,-43.5,4.8,-11.5,,-8.5,-19.1,-19.0,-21.5,-19.5,-26.0,-40.5,-43.5,63.1,-48.4,1.4,0.0,-1.005633318679146,106.8,271.0,271.0,293.0,293.0,85.01,85.01,443.36,443.36,-61,17.914467606586783,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,271.0,271.0,293.0,293.0,85.01,85.01,496.0,58.0,3.0,25.0,0.0,443.36,443.36,92519499222.65,92.519,129.0,large,equity,data_raw,329.16,-21.8,False
